e, e_dot, e_int, stamp, 
-0.18175754174163128, -0.06284886975032637, -0.034375394472160745, 11710278000000, 
-0.18921902795690704, -0.0608284447755351, -0.03612980428151899, 11710312000000, 
-0.19789046571804159, -0.053776413254701026, -0.037924469027771995, 11710346000000, 
-0.20181040340659795, -0.04197125149896971, -0.039261326472103106, 11710380000000, 
-0.20704090209458048, -0.030501454588462984, -0.040449451414614666, 11710414000000, 
-0.21276613572003278, -0.03651910771144943, -0.04144116274808075, 11710448000000, 
-0.20563584902038023, 0.004683510247334155, -0.041696192455666234, 11710482000000, 
-0.1958888800122187, 0.056257519026046886, -0.04095272431684212, 11710516000000, 
-0.18689989849465016, 0.06245316841910024, -0.039228308501816606, 11710584000000, 
-0.178110757128076, 0.05926040961380904, -0.03739330237566299, 11710618000000, 
-0.17283608011539098, 0.04687939459753062, -0.03585644904920781, 11710652000000, 
-0.17007889834867473, 0.026772862598004227, -0.034735049039476114, 11710686000000, 
-0.16464002311308823, 0.027320190007675826, -0.033837000105143594, 11710720000000, 
-0.15932472918719442, 0.035847230538267695, -0.03293624337659716, 11710754000000, 
-0.15226943940559856, 0.041235279024965564, -0.03174894611372541, 11710788000000, 
-0.14681885191689759, 0.04168625756765613, -0.03056086803397937, 11710822000000, 
-0.14255391292730124, 0.03238508826099107, -0.029442813616653157, 11710856000000, 
-0.13684751280244534, 0.033237797048174166, -0.028414685176442942, 11710890000000, 
-0.13472036789074915, 0.026111816788506974, -0.027608119574699715, 11710924000000, 
-0.1333150283819422, 0.011774948068343782, -0.026992193938342447, 11710958000000, 
-0.13155721344058557, 0.010543848167211914, -0.02663950731421846, 11710992000000, 
-0.12852298224645553, 0.015973487118288904, -0.02622634827126555, 11711026000000, 
-0.12708357428943273, 0.014912130503842805, -0.02581091799843159, 11711060000000, 
-0.1240980458372527, 0.014749788030676095, -0.0253136401582094, 11711094000000, 
-0.12111203427012596, 0.01990513339768925, -0.024819576959787426, 11711128000000, 
-0.11854227677612794, 0.0185192302037492, -0.024250157125567107, 11711162000000, 
-0.11578810574661036, 0.017746428411718657, -0.023696161119524283, 11711196000000, 
-0.11373371647558317, 0.016028534335149242, -0.023204273266554765, 11711230000000, 
-0.11082768678640242, 0.016534729867359783, -0.02268996726723973, 11711264000000, 
-0.10875476897254499, 0.016596491676793928, -0.022221078148968704, 11711298000000, 
-0.10733269275617241, 0.011649980100766713, -0.02179434323434132, 11711332000000, 
-0.10458247903200624, 0.01390763313512918, -0.021377996050714908, 11711366000000, 
-0.10180931603832644, 0.018411255726153247, -0.02091496585510034, 11711400000000, 
-0.09996849091115756, 0.015379960402828926, -0.02042401906543268, 11711434000000, 
-0.09691774746426773, 0.016305228580195674, -0.019913036960916782, 11711468000000, 
-0.09559005308355895, 0.014594792758662045, -0.01949841943059895, 11711502000000, 
-0.09285494900034275, 0.013542661546416626, -0.019024183303211296, 11711536000000, 
-0.09182311975239399, 0.012556444437216522, -0.018684541455753045, 11711570000000, 
-0.08946086269349207, 0.011313621022835582, -0.01827592876308192, 11711604000000, 
-0.08769679389692397, 0.013754419518233382, -0.017932051756187336, 11711638000000, 
-0.08513965030447235, 0.014404041296732414, -0.017486487126325893, 11711672000000, 
-0.08319262707912323, 0.015013889392669158, -0.017068604752034637, 11711706000000, 
-0.0823611672445419, 0.009261610199768159, -0.0167128963085425, 11711740000000, 
-0.08127924468080883, 0.006377941327714669, -0.016455535933631596, 11711774000000, 
-0.07921368173518095, 0.010491618364536492, -0.016190272910702113, 11711808000000, 
-0.07747239859168387, 0.012689486963749866, -0.015864355000511577, 11711842000000, 
-0.07558905290165097, 0.012082096111766619, -0.015485008881901052, 11711876000000, 
-0.07449572001600568, 0.009922261918927274, -0.0151704781006227, 11711910000000, 
-0.07370612547659094, 0.006276424750200071, -0.014919393226283172, 11711944000000, 
-0.0722176378976287, 0.007593607061256631, -0.014694632226015022, 11711978000000, 
-0.07017352759601003, 0.01177532626860304, -0.014406486064681978, 11712012000000, 
-0.06880814908189015, 0.011364962719128494, -0.014079954305035258, 11712046000000, 
-0.06795564355719108, 0.007392946796063171, -0.013795821349006084, 11712080000000, 
-0.06602770234342392, 0.009268155794887415, -0.013519432998833677, 11712114000000, 
-0.06468450616078503, 0.010903791321353514, -0.013244523470760002, 11712148000000, 
-0.06402376386148356, 0.006679794939801198, -0.012982398157712833, 11712182000000, 
-0.06251779629956555, 0.007222366204064912, -0.01274840442145561, 11712216000000, 
-0.061014369431549476, 0.010031314766446956, -0.012503728639506573, 11712250000000, 
-0.05943000756808603, 0.010292629104931747, -0.012197478219946737, 11712284000000, 
-0.05806264703170294, 0.009839074666155115, -0.011900468268755897, 11712318000000, 
-0.05741663464668045, 0.0067112430713519204, -0.011660619283097962, 11712352000000, 
-0.05702369725542322, 0.003463165920932395, -0.011500198595587107, 11712386000000, 
-0.056909000419616884, 0.0016921140902118974, -0.011423288821448037, 11712420000000, 
-0.05607773675919425, 0.0031532016540965677, -0.01133402896228229, 11712454000000, 
-0.05586593810356488, 0.0034768743868400045, -0.011256845018825068, 11712488000000, 
-0.05555419115648297, 0.0017451520090376131, -0.011166524401282806, 11712522000000, 
-0.05555419115648297, 0.0010391564902730484, -0.011131621361102054, 11712522000000, 
-0.05497406381453729, 0.0019337578064855994, -0.01107216307516688, 11712556000000, 
-0.05435446895835305, 0.003999073993766385, -0.010992181595291554, 11712590000000, 
-0.05386051944035275, 0.0037118145806151284, -0.010879270147549538, 11712624000000, 
-0.05386051944035275, 0.0016464983933343429, -0.010805033855937236, 11712624000000, 
-0.05296297224345592, 0.0029918239896561025, -0.010712267408277429, 11712658000000, 
-0.05208656334342132, 0.005913186989771428, -0.010594003668482, 11712692000000, 
-0.05208656334342132, 0.0029213630001153255, -0.01047573992868657, 11712692000000, 
-0.05130417476520677, 0.0026079619273818486, -0.010365153430136628, 11712726000000, 
-0.05021308817154724, 0.006244917239580279, -0.010240255085345021, 11712760000000, 
-0.05021308817154724, 0.003636955312198431, -0.010115356740553416, 11712760000000, 
-0.049578612078368334, 0.0021149203105963466, -0.01000031922809752, 11712794000000, 
-0.049578612078368334, 0.0021149203105963466, -0.009958020821885594, 11712794000000, 
-0.04859231870317782, 0.003287644583968389, -0.0098499695239943, 11712828000000, 
-0.04804372871511653, 0.005116277877506015, -0.009747643966444178, 11712862000000, 
-0.04804372871511653, 0.0018286332935376255, -0.009645318408894057, 11712862000000, 
-0.047580155398252444, 0.0015452443895469514, -0.009577840855232366, 11712896000000, 
-0.047580155398252444, 0.0015452443895469514, -0.009546935967441428, 11712896000000, 
-0.0467917121799406, 0.002628144061039469, -0.009463468198429699, 11712930000000, 
-0.0467917121799406, 0.002628144061039469, -0.009410905317208909, 11712930000000, 
-0.04620899193754546, 0.0019424008079838018, -0.009319494419828444, 11712964000000, 
-0.045519555726151406, 0.004240521512630657, -0.009234683989575831, 11712998000000, 
-0.04508615988631259, 0.0037427735041095644, -0.009120980503333964, 11713032000000, 
-0.04460949229007749, 0.0030335447869130525, -0.009014347193502767, 11713066000000, 
-0.0442766291556107, 0.002698435769006302, -0.008931485422133385, 11713100000000, 
-0.04383675568833745, 0.002575788672466809, -0.008848191808935042, 11713134000000, 
-0.043301621912673394, 0.0032500241431243637, -0.008761000450441436, 11713168000000, 
-0.042710406290068725, 0.0037544979942290744, -0.008656585592738637, 11713202000000, 
-0.042710406290068725, 0.001970718742015561, -0.008581495632854055, 11713202000000, 
-0.042313722533748876, 0.0013222791877328295, -0.008515635674259088, 11713236000000, 
-0.04174387261597978, 0.00322177891362981, -0.008451200095986492, 11713270000000, 
-0.04138239910800756, 0.003104411419137717, -0.008362666283849081, 11713304000000, 
-0.04116502318624482, 0.0019294980991165407, -0.008286086327348811, 11713338000000, 
-0.30119755817025506, -0.8660505302074917, -0.02558299869763383, 11713372000000, 
-0.3024603056376822, -0.8709842748381247, -0.04298819246627881, 11713406000000, 
-0.3024603056376822, -0.0042091582247572035, -0.0604078779630413, 11713406000000, 
-0.29629647197162434, 0.020546112220192942, -0.06008113888313259, 11713440000000, 
-0.2830242259958915, 0.06478693213930242, -0.058785400240346536, 11713474000000, 
-0.2708303595853172, 0.08488704128769047, -0.05667673717018887, 11713508000000, 
-0.26883850865633363, 0.04728572446519289, -0.05484620628250282, 11713542000000, 
-0.264453746382209, 0.021255377343694093, -0.05360817430825732, 11713576000000, 
-0.25823071677882226, 0.03535930625837125, -0.052768198121157656, 11713610000000, 
-0.25549015981944034, 0.029878621875895444, -0.051878308198698105, 11713644000000, 
-0.25060754669263385, 0.02541056695396134, -0.0509552282193931, 11713678000000, 
-0.24409001628686156, 0.038000478441929296, -0.050012514853262385, 11713712000000, 
-0.24104210950306282, 0.03188479063190345, -0.04904931149883721, 11713746000000, 
-0.23830089681197109, 0.019297064916301565, -0.0482288681734597, 11713780000000, 
-0.23327682709960307, 0.025884274678199166, -0.04750798889430913, 11713814000000, 
-0.22810623060948565, 0.033982220674951456, -0.046645596968070656, 11713848000000, 
-0.22528230269004368, 0.026648414698531298, -0.045777690693275495, 11713882000000, 
-0.22528230269004368, 0.009413093064806569, -0.04524472239930487, 11713882000000, 
-0.22086987268358804, 0.014708100021518788, -0.04476229853757836, 11713916000000, 
-0.215493915717353, 0.03262795657563563, -0.04410973940606565, 11713950000000, 
-0.21268245895054427, 0.027291379110145897, -0.04326974982343235, 11713984000000, 
-0.20701186938525495, 0.028273487773660122, -0.042345882936876814, 11714018000000, 
-0.20431071647640842, 0.027905808247119523, -0.04160033632081384, 11714052000000, 
-0.2013348859517956, 0.01892327811153116, -0.040843831454230595, 11714086000000, 
-0.1970742287673577, 0.024121625696835736, -0.04018132207970412, 11714120000000, 
-0.1936502152838866, 0.025615568893030034, -0.03947062200020266, 11714154000000, 
-0.19172338484535523, 0.017836146406674896, -0.038829855259773303, 11714188000000, 
-0.18951361875368633, 0.01378865510066755, -0.03832581459219521, 11714222000000, 
-0.18613542308409237, 0.018626539204209536, -0.03782482844554226, 11714256000000, 
-0.18222114079067087, 0.024308259876718214, -0.0371913455085633, 11714290000000, 
-0.17888352980111044, 0.02417297760993975, -0.03648267291172491, 11714324000000, 
-0.17470994031877218, 0.02503733490632894, -0.03572097406070356, 11714358000000, 
-0.1706735548097047, 0.027366583304685815, -0.03495113499530582, 11714392000000, 
-0.1678154560589613, 0.022981614199369577, -0.03421326341249588, 11714426000000, 
-0.1657416596996213, 0.016439650366944687, -0.03361537803788582, 11714460000000, 
-0.16239230436267826, 0.018077172320943486, -0.03306329467475072, 11714494000000, 
-0.1601138907402495, 0.018759229864572607, -0.0325498569868366, 11714528000000, 
-0.1584764500730551, 0.013052847632077183, -0.03206550967839886, 11714562000000, 
-0.1562049905998255, 0.013029667134746662, -0.03165302209420867, 11714596000000, 
-0.15377871556599798, 0.015659115023523757, -0.031230677082591907, 11714630000000, 
-0.15208466665689846, 0.01373441314309017, -0.030804558188181463, 11714664000000, 
-0.1506266877275544, 0.010506759461478646, -0.030432671330030053, 11714698000000, 
-0.14860108460675026, 0.01161194016716068, -0.03008749593274687, 11714732000000, 
-0.14626569869269757, 0.014536630116189405, -0.02969956473513348, 11714766000000, 
-0.14431689045891227, 0.014280647159459944, -0.029278911583890673, 11714800000000, 
-0.1410705604739757, 0.01731712739573954, -0.028776876641705702, 11714834000000, 
-0.14000867286323437, 0.01436072531892633, -0.028359741586408155, 11714868000000, 
-0.14000867286323437, 0.0035396253691377666, -0.02807252708002963, 11714868000000, 
-0.13587040324147548, 0.013794232072529647, -0.02772584993119628, 11714902000000, 
-0.13242991432659235, 0.025262528455473426, -0.027220599362086813, 11714936000000, 
-0.13030880378825094, 0.018538664844081804, -0.026573941423754584, 11714970000000, 
-0.12852304299990314, 0.013022904422297366, -0.02608411740764976, 11715004000000, 
-0.12650847115727082, 0.012667775436600396, -0.025689354529694994, 11715038000000, 
-0.1244565478331996, 0.01355498388901181, -0.02529920413269157, 11715072000000, 
-0.12232604703435612, 0.013941413743048988, -0.024886071068321768, 11715106000000, 
-0.12066562144199322, 0.012636421304021242, -0.02449654775396993, 11715140000000, 
-0.11917579492259822, 0.010500840372526335, -0.024144497559929836, 11715174000000, 
-0.1177164171603069, 0.009830680938954414, -0.023837188901659888, 11715208000000, 
-0.11624346269668395, 0.009774440753047564, -0.02354237831863927, 11715242000000, 
-0.11490746308251287, 0.009363180259313411, -0.02325782286263358, 11715276000000, 
-0.11379544421888843, 0.008160061592651738, -0.022996424666539016, 11715310000000, 
-0.11259762395185646, 0.007699463768854701, -0.022753368750217183, 11715344000000, 
-0.11172398802463279, 0.0069048539808521285, -0.022541137079691846, 11715378000000, 
-0.11087381296938537, 0.005746036608236989, -0.022346361663058308, 11715412000000, 
-0.10986828543883576, 0.006185675285990122, -0.02216440576219026, 11715446000000, 
-0.10922132157540698, 0.005508304646594612, -0.02199756133224187, 11715480000000, 
-0.10922132157540698, 0.0021565462114292444, -0.021887395239309982, 11715480000000, 
-0.10840720332268106, 0.00271372750908642, -0.021789989764899667, 11715514000000, 
-0.10840720332268106, 0.00271372750908642, -0.02173571521471794, 11715514000000, 
-0.1069497556043455, 0.004858159061118528, -0.02158427748331384, 11715548000000, 
-0.10591617119532959, 0.00830344042450489, -0.021418208674823743, 11715582000000, 
-0.10591617119532959, 0.003445281363386362, -0.021252139866333643, 11715582000000, 
-0.10485047093646971, 0.0035523341961996024, -0.021112187555141926, 11715616000000, 
-0.10353387475444142, 0.007940988136293884, -0.020953367792416046, 11715650000000, 
-0.10271324411399263, 0.007124089408256928, -0.020739839320326917, 11715684000000, 
-0.10150277789976991, 0.0067703228489050344, -0.02051665978454693, 11715718000000, 
-0.10086420180437239, 0.006163474365400805, -0.020338681587875662, 11715752000000, 
-0.1002465040791618, 0.004187579402027038, -0.020174232252220273, 11715786000000, 
-0.09940916316230997, 0.004850128806874743, -0.02003465793638961, 11715820000000, 
-0.09867328802797992, 0.005244053503939601, -0.019888597017963444, 11715854000000, 
-0.09800477178312583, 0.004681304597280445, -0.019739148198227714, 11715888000000, 
-0.09722311719644594, 0.004833902771779937, -0.019593411800503446, 11715922000000, 
-0.09658930018683609, 0.004718238654299138, -0.019454479277760523, 11715956000000, 
-0.09595026922715055, 0.004242826564317959, -0.019317512440695506, 11715990000000, 
-0.09562234681554171, 0.003223177904314589, -0.01921079441530189, 11716024000000, 
-0.09545105910489093, 0.0016640337408653967, -0.019134911676505547, 11716058000000, 
-0.09521333088733064, 0.0013633864273702538, -0.019085782453850886, 11716092000000, 
-0.09491168375277148, 0.0017979178403981777, -0.01903840491633287, 11716126000000, 
-0.09491168375277148, 0.0010054904485305254, -0.019002446559524905, 11716126000000, 
-0.09461169592257068, 0.0009999594340026619, -0.018962337561874244, 11716160000000, 
-0.26831852234771425, -0.5780227953164759, -0.03052279346820376, 11716194000000, 
-0.2687461764373773, -0.5804482683826887, -0.042111759647177484, 11716228000000, 
-0.2687461764373773, -0.001425513632210181, -0.05372072501483126, 11716228000000, 
-0.26060842441277376, 0.0271258400820118, -0.053206718485835226, 11716262000000, 
-0.2455973174341839, 0.07716286334397804, -0.05166346121895566, 11716296000000, 
-0.23977644808351162, 0.06943992109754049, -0.049732145995364616, 11716330000000, 
-0.23977077832612936, 0.01942179702684843, -0.04834296958958832, 11716364000000, 
-0.23631088082022478, 0.011551890877622798, -0.047723873815324384, 11716398000000, 
-0.23282958800973574, 0.0231373010546454, -0.04726074981040599, 11716432000000, 
-0.23124026980102164, 0.01690203673067714, -0.04669204924206548, 11716466000000, 
-0.22911339587306045, 0.012387307122250965, -0.04621221691225452, 11716500000000, 
-0.22616420453725894, 0.016920217545875655, -0.045767858014089405, 11716534000000, 
-0.22347933519279772, 0.01878020226754244, -0.04525046237354114, 11716568000000, 
-0.22048579447079408, 0.018928033554882855, -0.04467528894672338, 11716602000000, 
-0.21658721703764883, 0.022973727183829656, -0.04403682311341604, 11716636000000, 
-0.21482774947593253, 0.01886014998287185, -0.04346005073229169, 11716670000000, 
-0.21482774947593253, 0.0058648918723876635, -0.04308284773263426, 11716670000000, 
-0.21174990575942232, 0.01025947905503403, -0.042760360314085824, 11716704000000, 
-0.20953465360006795, 0.017643652919548575, -0.042407487255694855, 11716738000000, 
-0.20657841943921262, 0.017238287734032316, -0.041857531919913524, 11716772000000, 
-0.2035434993399674, 0.01997051420033517, -0.041310438158616535, 11716806000000, 
-0.20040721789777738, 0.02057067180478415, -0.04070194244513049, 11716840000000, 
-0.1970508730266749, 0.021642087710975016, -0.04006677268429464, 11716874000000, 
-0.1934705695874568, 0.023122161034401973, -0.03939524403412727, 11716908000000, 
-0.1911901557871043, 0.019535724131902004, -0.03878077322674907, 11716942000000, 
-0.1888232363356912, 0.015491110839218614, -0.03823226411401682, 11716976000000, 
-0.1878097818137796, 0.011267913244415636, -0.03785487826243834, 11717010000000, 
-0.18489840896299503, 0.013082757908987238, -0.03743542847416439, 11717044000000, 
-0.1831864242825456, 0.015411191770779986, -0.03705964100395468, 11717078000000, 
-0.18089059249462514, 0.013359388227899652, -0.03659836171601105, 11717112000000, 
-0.17828642148195595, 0.016333342668632216, -0.036157562550608445, 11717146000000, 
-0.17629293527193513, 0.015325524075633368, -0.035697996616567744, 11717180000000, 
-0.1736795814931864, 0.015356133295898466, -0.035217262549805166, 11717214000000, 
-0.17256873606792622, 0.012413997346696348, -0.03483608352220318, 11717248000000, 
-0.17031506257516638, 0.011215063060066774, -0.034437558675751934, 11717282000000, 
-0.16871545486055162, 0.01284427069124868, -0.03410661690024295, 11717316000000, 
-0.16688073106577228, 0.011447771697980317, -0.03372741656676602, 11717350000000, 
-0.16550024174672195, 0.010717377046098875, -0.03340642851153639, 11717384000000, 
-0.16426218742799747, 0.008728478792582687, -0.03310954401603278, 11717418000000, 
-0.1630368800054307, 0.008211205804304159, -0.032853287278676674, 11717452000000, 
-0.16219199135020546, 0.006900653592640064, -0.03263273725224224, 11717486000000, 
-0.16090665837861007, 0.007100738756068796, -0.03240903531561642, 11717520000000, 
-0.16025243088847763, 0.006465201539092765, -0.03222340537448621, 11717554000000, 
-0.15951814380694262, 0.004628381905558143, -0.03204514887160202, 11717588000000, 
-0.15910787484648337, 0.003815186806647534, -0.03192522996946024, 11717622000000, 
-0.15857093129176336, 0.003157375050597544, -0.03181312999634596, 11717656000000, 
-0.15802922783713802, 0.003595490031151153, -0.03171386893169231, 11717690000000, 
-0.15755962459283834, 0.003371022329750062, -0.03161065224811598, 11717724000000, 
-0.15689335895773704, 0.003786229598003269, -0.031498814092514225, 11717758000000, 
-0.15642733377576024, 0.003774302723593692, -0.03139202115508904, 11717792000000, 
-0.15603818004391723, 0.002850596379399365, -0.0312905915184943, 11717826000000, 
-0.15639753395439104, 9.933273789730634e-05, -0.031257536518271234, 11717860000000, 
-0.15682006621760225, -0.002606287245616734, -0.0312837186810607, 11717894000000, 
-0.15769084850806614, -0.004311048512250319, -0.03139389657867063, 11717928000000, 
-0.15910884466567898, -0.007629261493589112, -0.03157465062608982, 11717962000000, 
-0.16021165925564196, -0.008402702491919397, -0.031800756828625806, 11717996000000, 
-0.16125634373463305, -0.0071583302298468725, -0.03203845651039693, 11718030000000, 
-0.16125634373463305, -0.0034822815966369567, -0.03218162311499387, 11718030000000, 
-0.16315640715191648, -0.0063335447242781244, -0.03237793964141217, 11718098000000, 
-0.1652843426758137, -0.013426663137268887, -0.03264647290415755, 11718132000000, 
-0.5249622555101503, -1.206019494527446, -0.05689353368919203, 11718166000000, 
-0.5249622555101503, -1.1989263761144553, -0.08101392357974095, 11718166000000, 
-0.5250181093411319, -0.0001861794366053715, -0.10499617469076217, 11718234000000, 
-0.525159721915883, -0.0006582213524423489, -0.10500933911781102, 11718268000000, 
-0.525159721915883, -0.00047204191583697747, -0.10502250354485985, 11718268000000, 
-0.525456945216928, -0.0009907443368165996, -0.10505175926991293, 11718336000000, 
-0.5257348987049264, -0.001917255963477989, -0.1050901043891825, 11718370000000, 
-0.5259452429890912, -0.0016276592405439771, -0.1051424724607297, 11718404000000, 
-0.5260311221433644, -0.00098741146146016, -0.10518075092249213, 11718438000000, 
-0.5146260446481761, 0.03773066113638368, -0.1044401606520421, 11718472000000, 
-0.5146260446481761, 0.03801692498396125, -0.10368554742931443, 11718472000000, 
-0.48999598571180636, 0.08210019645456572, -0.1012832050005439, 11718540000000, 
-0.48249523101010716, 0.10710271212689637, -0.09914115075800597, 11718574000000, 
-0.4769912300746295, 0.043349185457256155, -0.09663216311976953, 11718608000000, 
-0.47047856569649316, 0.04005555104538002, -0.09533100178541531, 11718676000000, 
-0.46531498936054216, 0.038920802380291164, -0.09418565234211099, 11718710000000, 
-0.45203165498371956, 0.061489702375912, -0.09252168066938365, 11718744000000, 
-0.44122146876689117, 0.08031173531217, -0.09057120754074352, 11718778000000, 
-0.427089655572928, 0.08313999803597187, -0.08802285195490259, 11718812000000, 
-0.427089655572928, 0.04710604397987724, -0.08636005199418315, 11718812000000, 
-0.41424997965825416, 0.04279891971557944, -0.084561952720274, 11718914000000, 
-0.40415498510078285, 0.07644890157381716, -0.08303297468879767, 11718948000000, 
-0.39786242705925234, 0.05462517533000607, -0.08108449278788596, 11718982000000, 
-0.3910618128087602, 0.043643907640075565, -0.07953861499791968, 11719016000000, 
-0.3845400041996119, 0.04440807619880157, -0.0782309496045083, 11719050000000, 
-0.3770122821829087, 0.0468317687528382, -0.07684093994608539, 11719084000000, 
-0.36354715703271845, 0.06997615722297808, -0.07500662956101593, 11719118000000, 
-0.35837048426231033, 0.062139326401994634, -0.07326199489852916, 11719186000000, 
-0.3513584224758093, 0.04062911518969722, -0.07155173758472254, 11719220000000, 
-0.3438650087766437, 0.048351584952222026, -0.07023959436765088, 11719254000000, 
-0.3374820856817453, 0.04625445598021324, -0.06884703446227988, 11719288000000, 
-0.33059193963739486, 0.0442435637974962, -0.06746260227305226, 11719356000000, 
-0.3216895954131418, 0.0526416342286784, -0.06598424138215213, 11719390000000, 
-0.3145290592746379, 0.053542934542523124, -0.06445403962167831, 11719424000000, 
-0.30529429398224495, 0.054651004769656154, -0.06276752991133498, 11719458000000, 
-0.2995893867200443, 0.049798908515312025, -0.061294182665128476, 11719492000000, 
-0.2940411352130059, 0.03751052923079682, -0.059928321061019675, 11719526000000, 
-0.2885604992809485, 0.036762958130319344, -0.05881273474759991, 11719560000000, 
-0.2819960667362793, 0.040150228255755316, -0.05763984674868225, 11719628000000, 
-0.27642185399026475, 0.04046215096894586, -0.0564652280004995, 11719662000000, 
-0.2721924357826102, 0.03267876984556365, -0.05537402376727695, 11719696000000, 
-0.2665599857530925, 0.03287289412390759, -0.05434495170173116, 11719730000000, 
-0.263143742876365, 0.03016230968748405, -0.05345974429413784, 11719764000000, 
-0.25951293517058094, 0.023490168608371793, -0.05261444425333589, 11719798000000, 
-0.2552619444746764, 0.02627266133896189, -0.05186124150144149, 11719832000000, 
-0.2506669640208765, 0.029486570499014746, -0.051029456244408924, 11719866000000, 
