odom_x, odom_y, imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-2.1202532889169117, 0.3117956207505943, -0.07379291386265516, -0.045514590383329175, -0.06573367753358487, -0.02009662841655677, 0.2194913779764347, -0.09155999020022741, -2.1852670521618034, 0.28995744601909135, 11715490000000, 
-2.1276549947560763, 0.3129141920498086, -0.0909757582423017, -0.06006682643334857, -0.08131484526271979, -0.021281759145162407, 0.2213320469476561, -0.09615308509840617, -2.1912135841513094, 0.2907335353590761, 11715517000000, 
-2.1350530613029965, 0.31405528178368497, -0.03840030414341851, -0.0005672956570138832, -0.054795065488902256, -0.019097524563994644, 0.21870313120484489, -0.08732167874682711, -2.198008301882729, 0.29163715699820725, 11715548000000, 
-2.142447645322375, 0.315218125920921, -0.0443736582430833, -0.0029685545306695205, -0.04834282481638484, -0.01829074890519536, 0.21786098025642628, -0.0839560571317857, -2.20801624207079, 0.2929973671594412, 11715594000000, 
-2.149838878835314, 0.31640244268176265, -0.07542137850161623, -0.0047873033154350614, -0.06506842176156849, -0.018430332137228073, 0.21792913502558284, -0.08457029912528458, -2.21452534203072, 0.29390834608069344, 11715624000000, 
-2.157226593756482, 0.31760878166560624, -0.04190231735090252, 0.046239790699625985, -0.050751028338287416, -0.01661187795528326, 0.21483936445617402, -0.07732231938654792, -2.2259641073680387, 0.2955379591534048, 11715677000000, 
-2.1646105226098555, 0.31883663774927085, -0.04833387368935112, -0.01306881854808515, -0.049232981541501075, -0.017092060138057183, 0.21732384848523045, -0.07864788083402073, -2.2328579728959927, 0.29655067610347274, 11715709000000, 
-2.1719909545230154, 0.3200847638717969, -0.06723125046031815, 0.017950588592330095, -0.06034859294986061, -0.01623871124420648, 0.21666191812050403, -0.07494954067181644, -2.240625501636689, 0.2977112339358717, 11715745000000, 
-2.179367987487006, 0.3213530113230923, -0.07547451605642122, -0.03351058047575182, -0.0696599074482492, -0.0178373787922289, 0.2183750662723608, -0.08168230511253442, -2.250814088751246, 0.29926345201298477, 11715792000000, 
-2.1867415224477447, 0.3226418962925907, -0.06362455603713607, -0.0672023616299762, -0.06590267875409467, -0.01942097220599125, 0.22106977337645747, -0.08784996659366667, -2.2576046684632085, 0.3003236882018303, 11715823000000, 
-2.1941114146697513, 0.3239511125637588, -0.0618222976367471, -0.03904251101471349, -0.06337287259367311, -0.019071197138652945, 0.22089334550977435, -0.08633667571397735, -2.2637490555002646, 0.30129918382207954, 11715851000000, 
-2.2014776610043567, 0.325280638291007, -0.06932663869506628, 0.0353400401473046, -0.06706280931669353, -0.01643556201325622, 0.2165597149375656, -0.0758939030650027, -2.273750805224254, 0.3029113093578653, 11715897000000, 
-2.208840203822464, 0.3266302382074627, -0.07101490679491917, -0.08368031401062309, -0.06946229692268016, -0.019130571416422534, 0.220851266928287, -0.08662196818021631, -2.2815933217744258, 0.3042070372688823, 11715933000000, 
-2.2161990084787044, 0.32799982045430737, -0.05530883008949528, -0.03099897388520188, -0.06070512941949005, -0.018409781225479913, 0.22021614110083998, -0.08359869141948965, -2.2892530920832574, 0.3054947319866911, 11715968000000, 
-2.223554060226719, 0.3293889831464147, -0.061968438646605395, 0.025817384048017072, -0.061491703671359886, -0.016301928934605112, 0.21733693444387303, -0.07500763262497873, -2.295528863640117, 0.30656848803651615, 11715997000000, 
-2.230905295092762, 0.3307979500447298, -0.0669756280062481, 0.0015547066233453748, -0.0648734980136829, -0.016218603253955282, 0.21769828769473284, -0.07450037125095718, -2.3004830756965333, 0.3074281647692187, 11716020000000, 
-2.23825272957233, 0.3322263204229221, -0.031165807293139614, -0.044224609276938186, -0.04402512114418007, -0.017608327476386316, 0.21986933736237546, -0.08008541658251021, -2.3061141028487078, 0.30841561927236505, 11716046000000, 
-2.2455963444040132, 0.33367422462318774, -0.056491830817943005, -0.053825085148783605, -0.05171852901423446, -0.018560930577416347, 0.22132724193814143, -0.08386193409758355, -2.3115663985875665, 0.30938300482341, 11716071000000, 
-2.2529361345847816, 0.33514169301215113, -0.06917572749243836, 0.0012226934758374503, -0.06251070989084151, -0.01723831936712542, 0.21895726441842275, -0.0787291502426855, -2.318528338131933, 0.3106325376470141, 11716103000000, 
-2.260271939789944, 0.3366289944839556, -0.027884574211496812, 0.025910362655116488, -0.041109981020222605, -0.015854588388988886, 0.21679325065640603, -0.07313229697411891, -2.3277961487516055, 0.31232067696598964, 11716146000000, 
-2.26760370429277, 0.3381358848250057, -0.07375807243224777, 0.07992506698437579, -0.06129303202002935, -0.013727044172969391, 0.2143109769020484, -0.06405198824343648, -2.3313985568030278, 0.31298864630567425, 11716163000000, 
-2.274955671430194, 0.33969376268045437, -0.02570371344606275, -0.0468113431689124, -0.039274842277109236, -0.11237515912682235, 0.21447658870341818, -0.5239507015948328, -2.339340203044007, 0.3145038881745949, 11716201000000, 
-2.2822678629380593, 0.34142452671706586, -0.05557453888166927, -0.031533598255981794, -0.04944941713403031, -0.09945914372994707, 0.19615064938322294, -0.5070548787000547, -2.346359151503104, 0.3158986105527393, 11716236000000, 
-2.289527613593178, 0.3432686646489842, -0.05043086711216556, -0.20999756582398144, -0.04967661201484676, -0.027282066924767808, 0.26162649231877, -0.1042786863171597, -2.354712261617075, 0.3176651945041006, 11716271000000, 
-2.2967842302874892, 0.34508952519711794, -0.08465865570026135, -0.011381139619707449, -0.07144984742289406, -0.021914663579453413, 0.2351097848768455, -0.09321034252544055, -2.3632073241712916, 0.3195972041901716, 11716306000000, 
-2.3040474123314114, 0.3469345596478354, -9.165463279916727e-05, 0.14787361536047022, -0.027479541290388133, -0.0493746426460502, 0.2132781756662374, -0.23150349299366385, -2.3722847239224545, 0.32171161708077933, 11716348000000, 
-2.3112910171547036, 0.34885729625712386, -0.019248165392286205, -0.11089573177453645, -0.022311078591905578, -0.042505990278892215, 0.22731743360512743, -0.18698957490752455, -2.379033555847527, 0.3233142339291931, 11716379000000, 
-2.3185180702733645, 0.35081987318184754, -0.037755804507718, -0.01670227713846186, -0.03188293596902337, -0.0276352309111195, 0.22164976256500815, -0.12467972260071472, -2.3851636082894694, 0.3248108778505025, 11716407000000, 
-2.325740304017293, 0.3528086171739582, -0.07867292052817079, 0.08027768602504241, -0.06084731729740851, -0.036879428494113686, 0.21097939092364287, -0.1748010947072124, -2.3916364238719434, 0.3264299985459053, 11716438000000, 
-2.3329505480397286, 0.3548511830207845, -0.08464016225911118, 0.18922579677365098, -0.07564143090117306, -0.03373215197017762, 0.19202805948135793, -0.17566261962592158, -2.3976678926444004, 0.3279660353393297, 11716469000000, 
-2.340143414732811, 0.3569463942064329, -0.04425033475938372, -0.09861627014600796, -0.056105323017198616, -0.03588451341327546, 0.2154835889710457, -0.1665301454492538, -2.4038969852553347, 0.3295850882931264, 11716500000000, 
-2.3473236422579546, 0.35908001379522786, -0.07351220963393566, 0.012913590659673235, -0.06686621239022719, -0.034147654163700476, 0.21270537434589265, -0.16053968673199098, -2.4120128492057393, 0.33174273957404943, 11716539000000, 
-2.3544926852037498, 0.36125475627226317, -0.060442271126316116, 0.01243670658745983, -0.06288255163440856, -0.03716896463020834, 0.21125294116523313, -0.1759453119336045, -2.4216888837487898, 0.33438358122611017, 11716586000000, 
-2.361647549467696, 0.3634759096783443, -0.048818898884816816, 0.05078119945612145, -0.05420298466912514, -0.034301143832562615, 0.20720210475208903, -0.16554437935658464, -2.425915833296619, 0.335571983348035, 11716607000000, 
-2.3687878384123255, 0.36573988119614, -0.07501453957541626, 0.04317759004555077, -0.06705176451498694, -0.031034331972072428, 0.20679406969382952, -0.15007360713012968, -2.434338714965604, 0.3379716450542168, 11716649000000, 
-2.3759159461507187, 0.36804253182374014, -0.05251731595820738, 0.029956246841636593, -0.05804852119170312, -0.03303819086643953, 0.20851086794059787, -0.15844829189359905, -2.4405586364099623, 0.33978990646661494, 11716680000000, 
-2.383030759934721, 0.3703877640499901, -0.07946082770624371, -0.10820419858987254, -0.07119057459410566, -0.04029312872085288, 0.22152603153433745, -0.18188891139237187, -2.4478475406493865, 0.34195933072230117, 11716715000000, 
-2.3901306224135603, 0.3727759832975637, -0.0675871130606747, -0.04849218348690999, -0.06895103342777664, -0.03742943603213342, 0.2211149308905719, -0.16927593211992076, -2.455527359250119, 0.3442929548869919, 11716751000000, 
-2.397216724152684, 0.37520288239220234, -0.06514140447133096, -0.07831526529270903, -0.06655880084292763, -0.03718845473959721, 0.2238203468103537, -0.16615314590280544, -2.464309635016052, 0.34702276348113914, 11716792000000, 
-2.404290062842515, 0.37766766712750877, -0.048418517909179434, -0.15079645354522325, -0.05527348539134098, -0.04215847887820709, 0.23174636215935615, -0.18191646455799632, -2.473286380563383, 0.3498826205111287, 11716833000000, 
-2.4113495678379007, 0.3801719335725729, -0.022941751067944036, 0.06722329415140343, -0.03542611370007043, -0.03305180593810716, 0.21276091668951766, -0.155347168325749, -2.483229063911999, 0.3531257444006741, 11716880000000, 
-2.4183947726475994, 0.382714933281285, -0.0595315909387798, -0.038936311837519985, -0.05028566758388995, -0.03322134933640932, 0.21737411532196288, -0.15283029116508948, -2.490426775454975, 0.3555366441249656, 11716915000000, 
-2.4254265551545213, 0.385293792219602, -0.08545564836585523, 0.04614432540715885, -0.07204865848851925, -0.029809181558687114, 0.2110999639436161, -0.14120884249250285, -2.4987811847862202, 0.3583851674626748, 11716956000000, 
-2.432445022310634, 0.38790854896819427, -0.032927240048227266, -0.14529463435878334, -0.047820245804847755, -0.036311440075864836, 0.22588032923782606, -0.16075521139175009, -2.5019819549147013, 0.35949855419423365, 11716971000000, 
-2.4394500010834874, 0.3905590771715184, -0.08614644618956502, 0.025973802599692716, -0.07156317457807745, -0.03125947428499374, 0.21574599181248205, -0.14489017396051207, -2.5120558546235534, 0.36302829439308587, 11717019000000, 
-2.4464414980075233, 0.3932449379114617, -0.05076869483074254, 0.034159872436416924, -0.05872092964385882, -0.029481388061119978, 0.21205371834802186, -0.13902792316395612, -2.5187291349882366, 0.3654220098641964, 11717052000000, 
-2.453419436403055, 0.3959661011858999, -0.05421615702083066, -0.06632517513737698, -0.05587062121017126, -0.03317453775339326, 0.21900098648879582, -0.15148122520028232, -2.527302914435272, 0.3685438833105616, 11717094000000, 
-2.460383130514931, 0.3987232518599483, -0.06795716868751969, -0.013364184941518503, -0.06333444855640802, -0.031809935541179425, 0.21700681723895576, -0.1465849596151263, -2.5369756417333256, 0.3721316033177198, 11717141000000, 
-2.467332728102816, 0.4015151441385183, -0.06309071297776778, -0.06090648244452742, -0.06314440237005806, -0.03293232128686851, 0.22065196689898675, -0.14925006901001134, -2.5446177753631214, 0.37502739108593186, 11717178000000, 
-2.474268338473102, 0.4043413488699836, -0.056214932634442036, -0.10888668610336778, -0.05879656514955528, -0.0353539820419092, 0.22604899988579263, -0.1563996392807364, -2.554499062116213, 0.3788344171133015, 11717225000000, 
-2.4811899576860017, 0.40720141096756074, -0.0450030476294051, -0.028157477165224258, -0.050285841165619155, -0.03280299845516377, 0.22162060582258059, -0.14801420803544035, -2.558864276959873, 0.38055177842623955, 11717246000000, 
-2.4880973574564864, 0.4100951782582398, -0.055792158479654824, -0.13345122315123367, -0.05362327338451653, -0.03564187006830883, 0.22882803863365353, -0.15575831651194783, -2.5679195608061436, 0.38414842004162536, 11717289000000, 
-2.494990822653688, 0.4130215568090503, -0.04793441421233537, -0.08587223916609549, -0.050103976069058906, -0.03450277842516168, 0.2278610043787354, -0.1514202858853964, -2.574509360493779, 0.38681513498350595, 11717320000000, 
-2.501870527330676, 0.4159799044829984, -0.07654920751145092, 0.03319288796055297, -0.06651318270660914, -0.028973224529656297, 0.21647459220183624, -0.1338412246673378, -2.583594354578329, 0.3905410303984017, 11717364000000, 
-2.508736370711106, 0.41897039939859854, -0.06595241942471602, -0.07290615192803894, -0.06612061970990663, -0.0313336426425481, 0.22130513203369082, -0.14158570275621968, -2.590933569765434, 0.3936061555840797, 11717400000000, 
-2.5155881732503578, 0.4219928685914462, -0.048629968426666705, -0.06513249076880942, -0.05529225369760629, -0.031855378755050894, 0.22282255607985058, -0.14296298954417888, -2.597314300620237, 0.39630807048688615, 11717431000000, 
-2.522425800888972, 0.4250468574068471, -0.04944915575217192, -0.053392642425041395, -0.05167278525052496, -0.031131260664901985, 0.22253832792142209, -0.13989168048343736, -2.6041016604094334, 0.399217290573159, 11717464000000, 
-2.5292493857779146, 0.4281319386533452, -0.06434967971904755, -0.049988950199841446, -0.05950255772251056, -0.030612731037198762, 0.22226312539464982, -0.13773193813792944, -2.6092232559338098, 0.40144086048954686, 11717489000000, 
-2.5360590230527795, 0.4312477087006172, -0.07486992249377383, 0.03462875056428188, -0.06903607072782336, -0.027120353679552737, 0.2146311556933296, -0.12635795391375043, -2.619099585872079, 0.40576893794125163, 11717538000000, 
