e, e_dot, e_int, stamp, 
4.643304300810408, 0.0, 0.9286608601620816, 11693890000000, 
4.643304300810408, 0.0, 0.9286608601620816, 11693890000000, 
4.643304300810408, 0.0, 0.9286608601620816, 11693890000000, 
4.589907008077631, -0.1779909757759235, 0.9251010406465632, 11708170000000, 
4.582898342208694, -0.20135319533904608, 0.9210739767397823, 11708204000000, 
4.584066921803945, -0.019466954245620133, 0.9171248181393513, 11708238000000, 
4.58343028526557, 0.0017731435229192034, 0.9166930366185473, 11708272000000, 
4.5835342638014085, -0.0017755266751221892, 0.9167354313913949, 11708306000000, 
4.59392736100177, 0.03499025245399837, 0.9173927940045832, 11708340000000, 
4.591718500004724, 0.027280787344385143, 0.9179453416538602, 11708374000000, 
4.591795640956748, -0.007105733483404227, 0.9184961001308828, 11708408000000, 
4.58924475401148, -0.008245819977480787, 0.9181839263315301, 11708442000000, 
4.585767465932997, -0.020093916745838786, 0.9177871907267483, 11708476000000, 
4.578106059429063, -0.03712898194139077, 0.916874551958236, 11708510000000, 
4.5735487138786315, -0.040729173514550965, 0.9158281492827127, 11708544000000, 
4.567673946412872, -0.03477371005396949, 0.9146219146480377, 11708578000000, 
4.561817428107876, -0.039104285902518875, 0.913536005893292, 11708612000000, 
4.556940045585949, -0.03577966942307498, 0.9124287613404465, 11708646000000, 
4.550017180846085, -0.039334157539302105, 0.9112516436359941, 11708680000000, 
4.541997059269433, -0.04980995438838676, 0.9099302857134312, 11708714000000, 
4.536318747860124, -0.04566144328653839, 0.9085555325317094, 11708748000000, 
4.5283889824796395, -0.045360255965979, 0.907113652640613, 11708782000000, 
4.521836364691321, -0.048274610562675235, 0.9057696063354056, 11708816000000, 
4.512763573933808, -0.052084695152772774, 0.9041992614069846, 11708850000000, 
4.506183900233131, -0.052174881527301174, 0.9027189225905505, 11708884000000, 
4.501786855792714, -0.03658906047031193, 0.9013822886639768, 11708918000000, 
4.494831390326276, -0.03784169968951664, 0.900186809756808, 11708952000000, 
4.4894459626980305, -0.04113631031561186, 0.8990709472544679, 11708986000000, 
4.481610714135888, -0.04406892063462564, 0.897725871144013, 11709020000000, 
4.472688182198132, -0.055859268332995406, 0.8962496572688033, 11709054000000, 
4.467767950587053, -0.04614254516278393, 0.8948044564614048, 11709088000000, 
4.460432239163823, -0.04085314344769664, 0.8933925581299339, 11709122000000, 
4.453643681611238, -0.04708089658604919, 0.8921229247574742, 11709156000000, 
4.44836347365461, -0.040229218364042175, 0.8908292929619781, 11709190000000, 
4.442217224978982, -0.03808818877418574, 0.8896149586829888, 11709224000000, 
4.437196076327877, -0.03722465775577888, 0.8885184516640978, 11709292000000, 
4.4316710511045745, -0.03515391291469309, 0.8874056234940955, 11709326000000, 
4.424654882143741, -0.04180398061378673, 0.8862348006384129, 11709360000000, 
4.419033160743026, -0.0421263012051624, 0.8850239395994227, 11709394000000, 
